"id","interviewdate","pop_groups","lat","lon","wealth_index","wealth_category","data_source"
1,"2024-01-30","Refugee returnees",9.1996991,28.5922909,57.9153385983074,"Richest","rms"
2,"2024-01-30","IDPs",9.20195,28.5930066,44.7494313084115,"Richest","rms"
3,"2024-01-31","IDPs",9.1023655,28.5558338,49.8029714491027,"Richest","rms"
4,"2024-01-31","IDPs",9.0984426,28.5594748,53.2593497682303,"Richest","rms"
5,"2024-01-31","IDPs",9.0985761,28.559548,75.4199681935025,"Richest","rms"
6,"2024-01-31","IDPs",9.1024122,28.555804,54.7165852889731,"Richest","rms"
7,"2024-01-30","Refugee returnees",9.1996917,28.592331,71.9635898743749,"Richest","rms"
8,"2024-01-30","Refugee returnees",9.1996343,28.5921684,49.8029714491027,"Richest","rms"
9,"2024-01-30","IDPs",9.2017943,28.5931041,42.9772021732963,"Richest","rms"
10,"2024-01-31","IDPs",9.0984358,28.5593991,71.9635898743749,"Richest","rms"
11,"2024-01-31","IDPs",9.1024319,28.5556461,48.2058096275391,"Richest","rms"
12,"2024-01-31","IDPs",9.1024214,28.5557302,49.8029714491027,"Richest","rms"
13,"2024-01-31","IDPs",9.1023368,28.5558076,53.2593497682303,"Richest","rms"
14,"2024-02-01","IDPs",9.102651,28.5558867,48.2058096275391,"Richest","rms"
15,"2024-02-01","IDPs",9.1024376,28.5557712,48.2058096275391,"Richest","rms"
16,"2024-02-01","IDPs",9.1024826,28.5559946,48.2058096275391,"Richest","rms"
17,"2024-02-01","IDPs",9.1023606,28.5558523,44.7494313084115,"Richest","rms"
18,"2024-02-01","IDPs",9.1024333,28.5558156,44.7494313084115,"Richest","rms"
19,"2024-02-09","Refugee returnees",9.1317309,26.9877225,17.2014914305528,"Middle","rms"
20,"2024-02-09","IDPs",9.1316622,26.9876965,19.0711610521952,"Middle","rms"
21,"2024-02-09","Refugee returnees",9.1316662,26.9876471,46.0196875050027,"Richest","rms"
22,"2024-02-09","Refugee returnees",8.7128389,27.2863832,39.1872578998578,"Richest","rms"
24,"2024-02-09","Refugee returnees",9.1315869,26.9877882,4.7481404580065,"Poorest","rms"
36,"2024-02-09","Refugee returnees",9.225948,26.8450668,15.8928233353248,"Second","rms"
38,"2024-02-12","IDPs",9.2257388,26.8454506,15.8928233353248,"Second","rms"
39,"2024-02-09","Refugee returnees",9.2257135,26.8452592,11.1452233796194,"Second","rms"
56,"2024-02-09","IDPs",9.1316231,26.9876909,20.7292951184931,"Middle","rms"
63,"2024-02-09","IDPs",9.1317901,26.9876542,3.45637831912761,"Poorest","rms"
68,"2024-02-09","Refugee returnees",9.2258316,26.8455661,3.45637831912761,"Poorest","rms"
71,"2024-02-09","Refugee returnees",9.2259394,26.8454332,15.679568468676,"Second","rms"
75,"2024-02-09","Refugee returnees",9.2258434,26.8453625,4.7481404580065,"Poorest","rms"
165,"2023-12-15","Refugee returnees",9.5923677,29.6234024,36.1527874643266,"Richest","rms"
167,"2023-12-15","IDPs",9.5820678,29.6251216,35.3377083996184,"Richest","rms"
168,"2023-12-15","IDPs",9.5824339,29.6249435,31.8813300804908,"Fourth","rms"
169,"2023-12-15","Refugee returnees",9.5826446,29.6248107,32.8505839317337,"Fourth","rms"
170,"2023-12-15","IDPs",9.5826342,29.6247879,32.8505839317337,"Fourth","rms"
175,"2023-12-15","Refugee returnees",9.5939214,29.6243272,13.7132615886098,"Second","rms"
176,"2023-12-15","Refugee returnees",9.5934405,29.6245791,27.1098558948709,"Fourth","rms"
177,"2023-12-15","Refugee returnees",9.5919803,29.6240608,30.5662342139985,"Fourth","rms"
178,"2023-12-15","Refugee returnees",9.5924348,29.6233575,13.7132615886098,"Second","rms"
179,"2023-12-15","Refugee returnees",9.5923008,29.6234002,27.1098558948709,"Fourth","rms"
180,"2023-12-15","Refugee returnees",9.591909,29.6238269,27.1098558948709,"Fourth","rms"
181,"2023-12-15","Refugee returnees",9.5924646,29.623685,30.5662342139985,"Fourth","rms"
182,"2023-12-15","Refugee returnees",9.5925648,29.623216,30.5662342139985,"Fourth","rms"
183,"2023-12-15","Refugee returnees",9.5922991,29.6234138,11.0423559563397,"Second","rms"
184,"2023-12-15","Refugee returnees",9.5922957,29.6231891,30.5662342139985,"Fourth","rms"
185,"2023-12-15","Refugee returnees",9.5917956,29.6234383,27.8953285817285,"Fourth","rms"
187,"2023-12-15","Refugee returnees",9.5910803,29.6213433,58.2565552248596,"Richest","rms"
189,"2024-01-22","IDPs",9.018576,27.5953281,1.99176393599762,"Poorest","rms"
190,"2024-01-22","Refugee returnees",9.0123986,27.5816844,16.0850333400704,"Second","rms"
235,"2024-01-17","IDPs",9.2184298,28.4032066,46.2956337232975,"Richest","rms"
241,"2024-01-19","IDPs",9.1048163,28.5579042,35.0790436536201,"Richest","rms"
243,"2024-01-18","IDPs",9.2000959,28.5917985,41.2272917987963,"Richest","rms"
244,"2024-01-18","IDPs",9.1999456,28.5915768,47.1386265408084,"Richest","rms"
245,"2024-01-18","IDPs",9.199985,28.5915191,35.0790436536201,"Richest","rms"
246,"2024-01-17","IDPs",9.2177366,28.4036728,31.2391736244562,"Fourth","rms"
247,"2024-01-17","IDPs",9.2177395,28.4036773,31.2391736244562,"Fourth","rms"
248,"2024-01-17","IDPs",9.2179315,28.4035274,32.696409145199,"Fourth","rms"
249,"2024-01-17","IDPs",9.2186684,28.4032016,19.3886124279837,"Middle","rms"
250,"2024-01-17","IDPs",9.2185645,28.40311,26.010802559575,"Fourth","rms"
251,"2024-01-16","IDPs",9.0013266,28.3359757,46.8732460867455,"Richest","rms"
252,"2024-01-16","IDPs",9.000845,28.3361565,33.6701242080556,"Richest","rms"
253,"2024-01-16","IDPs",9.0008026,28.3361657,31.84196340053,"Fourth","rms"
254,"2024-01-16","IDPs",9.0005303,28.3360936,36.6476936445203,"Richest","rms"
258,"2024-01-19","IDPs",9.1050385,28.5576156,3.5668966319157,"Poorest","rms"
259,"2024-01-15","IDPs",9.071625,28.4085551,31.3242348813129,"Fourth","rms"
260,"2024-01-16","IDPs",9.000808,28.336181,13.7983228454665,"Second","rms"
261,"2024-01-17","IDPs",9.2178822,28.4027011,23.1148916616879,"Fourth","rms"
262,"2024-01-17","IDPs",9.2180284,28.4027058,3.16143176052124,"Poorest","rms"
263,"2024-01-17","Refugee returnees",9.2183123,28.4035179,3.16143176052124,"Poorest","rms"
264,"2024-01-17","IDPs",9.2181997,28.4020335,3.16143176052124,"Poorest","rms"
265,"2024-01-17","IDPs",9.2180044,28.4024547,3.16143176052124,"Poorest","rms"
266,"2024-01-18","IDPs",9.2003796,28.5915193,24.8070525917344,"Fourth","rms"
267,"2024-01-20","IDPs",8.9983005,28.334764,3.5668966319157,"Poorest","rms"
268,"2024-01-20","IDPs",8.9981481,28.3349243,3.5668966319157,"Poorest","rms"
269,"2024-01-20","IDPs",8.9976755,28.3346707,3.5668966319157,"Poorest","rms"
270,"2024-01-21","IDPs",8.997884,28.3348024,3.5668966319157,"Poorest","rms"
271,"2024-01-21","IDPs",8.9979897,28.3346484,3.5668966319157,"Poorest","rms"
272,"2024-01-21","IDPs",8.9979619,28.3351745,3.5668966319157,"Poorest","rms"
273,"2024-01-21","IDPs",8.9983658,28.3351154,3.5668966319157,"Poorest","rms"
274,"2024-01-22","IDPs",9.1243869,28.3616928,3.5668966319157,"Poorest","rms"
275,"2024-01-22","IDPs",9.12432,28.3611189,3.5668966319157,"Poorest","rms"
276,"2024-01-22","IDPs",9.1246161,28.3610158,3.5668966319157,"Poorest","rms"
277,"2024-01-22","IDPs",9.1243274,28.3609465,3.5668966319157,"Poorest","rms"
278,"2024-01-22","IDPs",9.1240653,28.3608317,3.5668966319157,"Poorest","rms"
279,"2024-01-22","IDPs",9.1241361,28.3604159,3.5668966319157,"Poorest","rms"
280,"2024-01-23","IDPs",9.1233604,28.3607355,3.16143176052124,"Poorest","rms"
281,"2024-01-23","IDPs",9.1236537,28.3606564,14.2037877168609,"Second","rms"
282,"2023-12-08","IDPs",6.0504269,31.5021006,47.9421581953342,"Richest","rms"
283,"2023-12-08","IDPs",6.0520119,31.5023091,14.4524937709312,"Second","rms"
289,"2023-12-04","IDPs",9.2698427,29.8084161,66.1654484385252,"Richest","rms"
290,"2023-12-04","IDPs",9.2700107,29.8080619,17.1696399077374,"Middle","rms"
291,"2023-12-04","IDPs",9.269845,29.8081131,29.5917503111835,"Fourth","rms"
294,"2023-12-04","IDPs",9.2703888,29.8078397,31.8813300804908,"Fourth","rms"
295,"2023-12-04","IDPs",9.2705397,29.8079732,38.6744735949452,"Richest","rms"
296,"2023-12-04","IDPs",9.2702868,29.8077957,38.6744735949452,"Richest","rms"
304,"2023-12-04","IDPs",9.2708939,29.8080885,33.3307415365812,"Richest","rms"
305,"2023-12-04","IDPs",9.2707864,29.8080084,17.1696399077374,"Middle","rms"
306,"2023-12-04","IDPs",9.270729,29.8077137,20.1516705558157,"Middle","rms"
307,"2023-12-04","IDPs",9.270529,29.8076852,13.7132615886098,"Second","rms"
308,"2023-12-04","IDPs",9.2710286,29.8081822,21.2539261971857,"Middle","rms"
309,"2023-12-04","IDPs",9.2709041,29.8080578,13.7132615886098,"Second","rms"
310,"2023-12-04","IDPs",4.8870757,31.5697697,20.2966901747739,"Middle","rms"
311,"2023-12-04","IDPs",4.8871421,31.5698085,36.3406267210036,"Richest","rms"
312,"2023-12-04","IDPs",4.8867615,31.5695826,26.1249305035188,"Fourth","rms"
313,"2023-12-04","IDPs",4.8869921,31.5694588,26.3550913265168,"Fourth","rms"
314,"2023-12-04","IDPs",4.8871056,31.5693901,20.4543451494674,"Middle","rms"
315,"2023-12-04","IDPs",4.8873038,31.5695995,31.1148631683726,"Fourth","rms"
316,"2023-12-04","IDPs",4.8874227,31.5696009,27.9950097580433,"Fourth","rms"
317,"2023-12-04","IDPs",4.8878655,31.5695679,27.9950097580433,"Fourth","rms"
318,"2023-12-04","IDPs",4.8879322,31.5693297,24.5386314389157,"Fourth","rms"
319,"2023-12-04","IDPs",4.8870239,31.5697137,23.7530684939015,"Fourth","rms"
320,"2023-12-04","IDPs",4.8878674,31.5698227,32.884248401876,"Richest","rms"
321,"2023-12-04","IDPs",4.8878809,31.5697975,36.3406267210036,"Richest","rms"
322,"2023-12-04","IDPs",4.886868,31.5696964,32.884248401876,"Richest","rms"
328,"2023-12-05","IDPs",4.8867923,31.5702403,27.0898336892283,"Fourth","rms"
329,"2023-12-05","IDPs",4.8879604,31.5698239,32.884248401876,"Richest","rms"
330,"2023-12-05","IDPs",4.8877126,31.5694999,33.8081675763974,"Richest","rms"
331,"2023-12-05","IDPs",4.8872818,31.5701952,27.0898336892283,"Fourth","rms"
333,"2023-12-05","IDPs",4.8880284,31.5699024,27.0898336892283,"Fourth","rms"
335,"2023-12-05","IDPs",4.887913,31.5700326,43.133770235458,"Richest","rms"
336,"2023-12-05","IDPs",9.2706175,29.8079039,35.3377083996184,"Richest","rms"
337,"2023-12-05","IDPs",9.2705392,29.8084308,35.3377083996184,"Richest","rms"
338,"2023-12-05","IDPs",9.270876,29.8081778,31.8813300804908,"Fourth","rms"
339,"2023-12-05","IDPs",9.2705069,29.8077624,35.3377083996184,"Richest","rms"
340,"2023-12-05","IDPs",9.2703349,29.8075928,35.3377083996184,"Richest","rms"
341,"2023-12-05","IDPs",9.2699574,29.8074573,35.3377083996184,"Richest","rms"
342,"2023-12-05","IDPs",9.2709059,29.8084938,12.256026067867,"Second","rms"
343,"2023-12-05","IDPs",9.2709235,29.808224,17.1696399077374,"Middle","rms"
344,"2023-12-05","IDPs",9.2708272,29.8080009,17.1696399077374,"Middle","rms"
345,"2023-12-05","IDPs",9.2712234,29.8083204,17.1696399077374,"Middle","rms"
349,"2023-12-05","IDPs",9.2713029,29.8082123,17.1696399077374,"Middle","rms"
351,"2023-12-05","IDPs",9.2713436,29.8085707,17.1696399077374,"Middle","rms"
363,"2023-12-05","IDPs",9.2706126,29.8078648,16.3246062602307,"Second","rms"
364,"2023-12-05","IDPs",9.2705462,29.8079527,31.0567603422497,"Fourth","rms"
365,"2023-12-05","IDPs",9.2705821,29.807986,47.8669279172692,"Richest","rms"
371,"2023-12-05","IDPs",9.2693777,29.8070688,14.2037877168609,"Second","rms"
372,"2023-12-05","IDPs",9.2692264,29.8067948,5.28225030389106,"Poorest","rms"
373,"2023-12-05","IDPs",9.2688541,29.8064507,12.6286550209428,"Second","rms"
374,"2023-12-05","IDPs",9.2688319,29.8064707,15.9191413888363,"Second","rms"
375,"2023-12-05","IDPs",9.2688542,29.8064475,46.4465208039002,"Richest","rms"
376,"2023-12-05","IDPs",9.2704438,29.8087507,21.2539261971857,"Middle","rms"
377,"2023-12-05","IDPs",9.2704626,29.808696,21.2539261971857,"Middle","rms"
378,"2023-12-05","IDPs",9.2688289,29.8065041,14.4987342754673,"Second","rms"
380,"2023-12-05","IDPs",9.2705609,29.8088478,21.2539261971857,"Middle","rms"
385,"2023-12-05","IDPs",9.2697788,29.8089292,21.2539261971857,"Middle","rms"
386,"2023-12-05","IDPs",9.2703622,29.8086987,21.2539261971857,"Middle","rms"
387,"2023-12-05","IDPs",9.2704514,29.8086678,22.2231800484286,"Middle","rms"
390,"2023-12-05","IDPs",9.270512,29.8088935,21.2539261971857,"Middle","rms"
391,"2023-12-05","IDPs",9.2704241,29.8089073,21.2539261971857,"Middle","rms"
392,"2023-12-05","IDPs",9.2699698,29.8089069,21.2539261971857,"Middle","rms"
403,"2023-12-06","IDPs",9.2531023,29.7955946,21.2539261971857,"Middle","rms"
404,"2023-12-06","IDPs",9.25313,29.7955416,33.4746850397091,"Richest","rms"
408,"2023-12-06","IDPs",9.2529979,29.7955941,17.7975478780581,"Middle","rms"
410,"2023-12-06","IDPs",9.2525288,29.7952139,21.2539261971857,"Middle","rms"
411,"2023-12-06","IDPs",9.2529007,29.7954351,17.7975478780581,"Middle","rms"
422,"2023-12-06","IDPs",9.2534775,29.7962572,20.1516705558157,"Middle","rms"
423,"2023-12-06","IDPs",9.2534502,29.7961523,18.5117521242892,"Middle","rms"
424,"2023-12-06","IDPs",9.2532228,29.7964762,20.1516705558157,"Middle","rms"
425,"2023-12-06","IDPs",9.2531608,29.7964535,20.1516705558157,"Middle","rms"
426,"2023-12-06","IDPs",9.2532447,29.7963279,21.9681304434168,"Middle","rms"
438,"2023-12-06","IDPs",4.7928918,31.6322988,26.5295311466482,"Fourth","rms"
439,"2023-12-06","IDPs",4.792952,31.632495,23.0731528275206,"Fourth","rms"
440,"2023-12-06","IDPs",4.7929875,31.6313601,42.5639931701002,"Richest","rms"
441,"2023-12-06","IDPs",4.7940242,31.6325612,22.6930547539008,"Fourth","rms"
442,"2023-12-06","IDPs",4.7919517,31.6320292,31.8242346618753,"Fourth","rms"
443,"2023-12-06","IDPs",4.7940878,31.6329223,19.2366764347732,"Middle","rms"
444,"2023-12-06","IDPs",4.7943669,31.6326609,19.2366764347732,"Middle","rms"
445,"2023-12-06","IDPs",4.792733,31.6314804,22.6930547539008,"Fourth","rms"
446,"2023-12-05","IDPs",4.8880025,31.56937,24.5386314389157,"Fourth","rms"
448,"2023-12-05","IDPs",4.8883049,31.5695568,31.1148631683726,"Fourth","rms"
449,"2023-12-05","IDPs",4.8883485,31.5694703,31.1148631683726,"Fourth","rms"
450,"2023-12-05","IDPs",4.8882466,31.5693916,22.8435403818643,"Fourth","rms"
451,"2023-12-05","IDPs",4.8882235,31.5693616,34.5712414875002,"Richest","rms"
452,"2023-12-05","IDPs",4.886729,31.5699876,27.9950097580433,"Fourth","rms"
453,"2023-12-05","IDPs",4.8882009,31.5693718,22.8435403818643,"Fourth","rms"
454,"2023-12-05","IDPs",4.8875368,31.5702,26.2999187009919,"Fourth","rms"
455,"2023-12-05","IDPs",4.8879917,31.5702183,34.5712414875002,"Richest","rms"
456,"2023-12-06","IDPs",4.7929003,31.6320742,23.0731528275206,"Fourth","rms"
457,"2023-12-06","IDPs",4.7928751,31.6320033,23.0731528275206,"Fourth","rms"
458,"2023-12-06","IDPs",4.7934885,31.6324913,23.0731528275206,"Fourth","rms"
459,"2023-12-06","IDPs",4.7934891,31.6322212,23.0731528275206,"Fourth","rms"
460,"2023-12-06","IDPs",4.7934167,31.6321325,26.5295311466482,"Fourth","rms"
461,"2023-12-06","IDPs",4.7913134,31.631756,27.3351230097163,"Fourth","rms"
462,"2023-12-06","IDPs",4.7914246,31.6321267,39.7884739822626,"Richest","rms"
463,"2023-12-06","IDPs",4.7914566,31.6318582,39.7884739822626,"Richest","rms"
464,"2023-12-06","IDPs",4.7924484,31.6324067,30.7915013288439,"Fourth","rms"
465,"2023-12-06","IDPs",4.7940819,31.6324603,49.4541164883289,"Richest","rms"
466,"2023-12-06","IDPs",4.7918834,31.6316965,27.3351230097163,"Fourth","rms"
467,"2023-12-06","IDPs",4.7921951,31.6325081,39.7884739822626,"Richest","rms"
468,"2023-12-07","IDPs",6.2258046,31.5879185,3.96266777114898,"Poorest","rms"
469,"2023-12-07","IDPs",6.2257075,31.5881865,3.96266777114898,"Poorest","rms"
470,"2023-12-07","IDPs",6.2249296,31.5886158,3.96266777114898,"Poorest","rms"
471,"2023-12-06","IDPs",9.2530032,29.7954242,17.1696399077374,"Middle","rms"
472,"2023-12-06","IDPs",9.2530112,29.7967251,10.6368910849452,"Second","rms"
473,"2023-12-07","IDPs",9.2540331,29.7965856,21.9681304434168,"Middle","rms"
474,"2023-12-07","IDPs",9.2531971,29.7952952,36.3069622508613,"Richest","rms"
475,"2023-12-07","IDPs",9.2533163,29.7956653,31.8813300804908,"Fourth","rms"
476,"2023-12-07","IDPs",9.2536048,29.7956821,31.8813300804908,"Fourth","rms"
477,"2023-12-07","IDPs",9.2534028,29.7982842,34.6242835029575,"Richest","rms"
480,"2023-12-07","IDPs",6.2257402,31.5879094,3.96266777114898,"Poorest","rms"
481,"2023-12-06","IDPs",9.2526688,29.7953313,13.3077967172153,"Second","rms"
482,"2023-12-06","IDPs",9.2527658,29.7954213,12.256026067867,"Second","rms"
483,"2023-12-07","IDPs",9.253345,29.795724,35.3377083996184,"Richest","rms"
484,"2023-12-06","IDPs",9.2531394,29.7953366,33.4746850397091,"Richest","rms"
485,"2023-12-06","IDPs",9.2526683,29.7951573,13.7132615886098,"Second","rms"
486,"2023-12-06","IDPs",9.2527027,29.79529,17.1696399077374,"Middle","rms"
487,"2023-12-06","IDPs",9.25308,29.7952697,17.1696399077374,"Middle","rms"
488,"2023-12-06","IDPs",9.2529534,29.795113,17.1696399077374,"Middle","rms"
489,"2023-12-06","IDPs",9.2535667,29.7951041,17.1696399077374,"Middle","rms"
490,"2023-12-07","IDPs",9.2534906,29.7984061,39.576997738454,"Richest","rms"
491,"2023-12-06","IDPs",9.253468,29.795124,17.1696399077374,"Middle","rms"
492,"2023-12-07","IDPs",9.2532294,29.7953588,35.3377083996184,"Richest","rms"
494,"2023-12-07","IDPs",9.2532069,29.7985144,37.9692473519277,"Richest","rms"
496,"2023-12-07","IDPs",9.2534449,29.7982832,39.7281037618758,"Richest","rms"
498,"2023-12-07","IDPs",9.253352,29.7956263,35.3377083996184,"Richest","rms"
499,"2023-12-07","Refugee returnees",9.2541662,29.7966049,21.9681304434168,"Middle","rms"
500,"2023-12-07","IDPs",9.254238,29.7969565,18.5830205649156,"Middle","rms"
501,"2023-12-07","IDPs",9.2543997,29.7977201,28.8433760167101,"Fourth","rms"
502,"2023-12-07","IDPs",9.2544233,29.7976405,20.1516705558157,"Middle","rms"
503,"2023-12-07","IDPs",9.2528856,29.7953823,21.2539261971857,"Middle","rms"
504,"2023-12-07","IDPs",9.2532349,29.7951309,21.2539261971857,"Middle","rms"
505,"2023-12-07","IDPs",9.2527498,29.7954759,21.2539261971857,"Middle","rms"
506,"2023-12-07","IDPs",9.2526802,29.7955515,21.2539261971857,"Middle","rms"
507,"2023-12-07","IDPs",9.2526957,29.7954085,17.7975478780581,"Middle","rms"
513,"2023-12-06","IDPs",9.252955,29.7964201,26.2648222473643,"Fourth","rms"
515,"2023-12-06","IDPs",9.2528951,29.7965024,27.8953285817285,"Fourth","rms"
516,"2023-12-06","IDPs",9.252829,29.7965875,24.4389502626009,"Fourth","rms"
517,"2023-12-06","IDPs",9.2528952,29.7966204,10.6368910849452,"Second","rms"
518,"2023-12-07","IDPs",9.2526023,29.7971997,27.8953285817285,"Fourth","rms"
519,"2023-12-07","IDPs",9.2528576,29.7964118,27.6003820231221,"Fourth","rms"
520,"2023-12-07","IDPs",9.2527319,29.7951533,39.5760519579463,"Richest","rms"
521,"2023-12-07","IDPs",9.2529406,29.7953597,20.3520358620371,"Middle","rms"
524,"2023-12-07","IDPs",9.2528861,29.795233,34.1081614495919,"Richest","rms"
525,"2023-12-07","IDPs",9.2529988,29.7952867,11.0423559563397,"Second","rms"
526,"2023-12-07","IDPs",9.2529362,29.7953588,39.6865702707344,"Richest","rms"
542,"2023-12-07","IDPs",4.7934824,31.6327062,19.8567239972094,"Middle","rms"
543,"2023-12-07","IDPs",4.7942353,31.6325061,23.0731528275206,"Fourth","rms"
544,"2023-12-07","IDPs",4.7943677,31.6324062,23.0731528275206,"Fourth","rms"
545,"2023-12-07","IDPs",4.7942913,31.6324456,26.5295311466482,"Fourth","rms"
546,"2023-12-07","IDPs",4.7938092,31.6321563,23.0731528275206,"Fourth","rms"
547,"2023-12-07","IDPs",4.7945777,31.6326665,26.5295311466482,"Fourth","rms"
548,"2023-12-07","IDPs",4.7940463,31.6320292,26.5295311466482,"Fourth","rms"
549,"2023-12-07","IDPs",4.7944375,31.6320042,26.5295311466482,"Fourth","rms"
550,"2023-12-07","IDPs",4.7948109,31.6327085,23.0731528275206,"Fourth","rms"
551,"2023-12-07","IDPs",4.7944221,31.6325944,40.9491020783326,"Richest","rms"
552,"2023-12-07","Refugee returnees",11.7814157,32.8118949,18.2856883653377,"Middle","rms"
553,"2023-12-07","Refugee returnees",11.7827951,32.8127405,8.34149098632156,"Second","rms"
554,"2023-12-07","Refugee returnees",11.7834597,32.8120886,4.25720469687325,"Poorest","rms"
555,"2023-12-07","Refugee returnees",11.7819315,32.8117459,29.0863257011947,"Fourth","rms"
556,"2023-12-07","IDPs",4.7918032,31.6322975,43.2448523013902,"Richest","rms"
557,"2023-12-07","IDPs",4.7915272,31.632664,43.2448523013902,"Richest","rms"
558,"2023-12-07","IDPs",4.792272,31.6330862,39.7884739822626,"Richest","rms"
559,"2023-12-07","IDPs",4.7915863,31.6325464,43.2448523013902,"Richest","rms"
560,"2023-12-07","IDPs",4.7927094,31.6331535,39.7884739822626,"Richest","rms"
561,"2023-12-07","IDPs",4.7928177,31.6329172,39.7884739822626,"Richest","rms"
562,"2023-12-07","IDPs",4.793043,31.6314873,39.7884739822626,"Richest","rms"
563,"2023-12-07","IDPs",4.7932557,31.6318641,43.2448523013902,"Richest","rms"
564,"2023-12-07","IDPs",4.7930816,31.6322989,39.7884739822626,"Richest","rms"
565,"2023-12-07","IDPs",4.7933739,31.6326221,43.2448523013902,"Richest","rms"
566,"2023-12-07","IDPs",4.7932648,31.6327088,31.8242346618753,"Fourth","rms"
567,"2023-12-07","IDPs",4.7925756,31.6314561,19.2366764347732,"Middle","rms"
568,"2023-12-07","IDPs",4.7916088,31.6328012,19.2366764347732,"Middle","rms"
569,"2023-12-07","IDPs",4.7922372,31.6327446,42.9694580414947,"Richest","rms"
570,"2023-12-07","IDPs",4.7925141,31.6325701,22.6930547539008,"Fourth","rms"
571,"2023-12-07","IDPs",4.7946841,31.6316127,19.2366764347732,"Middle","rms"
572,"2023-12-07","IDPs",4.7951315,31.6322064,48.9330920365644,"Richest","rms"
573,"2023-12-07","IDPs",4.7949849,31.6324138,19.2366764347732,"Middle","rms"
574,"2023-12-07","IDPs",4.7948757,31.6319219,19.2366764347732,"Middle","rms"
581,"2023-12-07","Refugee returnees",11.783455,32.8119933,31.6041586987278,"Fourth","rms"
583,"2023-12-07","Refugee returnees",11.7833065,32.8116195,26.7367853633936,"Fourth","rms"
584,"2023-12-07","Refugee returnees",11.7832214,32.8117108,23.7343971815313,"Fourth","rms"
585,"2023-12-07","Refugee returnees",11.7833048,32.811844,29.1507011161549,"Fourth","rms"
586,"2023-12-07","Refugee returnees",11.7835863,32.8112983,47.1309279361895,"Richest","rms"
587,"2023-12-07","Refugee returnees",11.781876,32.8125219,44.2950314355665,"Richest","rms"
588,"2023-12-07","Refugee returnees",11.7814108,32.8129297,40.9066007188379,"Richest","rms"
589,"2023-12-07","Refugee returnees",11.7828535,32.8116578,2.67090563227009,"Poorest","rms"
590,"2023-12-07","Refugee returnees",11.7828814,32.8123384,8.34149098632156,"Second","rms"
591,"2023-12-07","Refugee returnees",11.7828113,32.8115864,18.2856883653377,"Middle","rms"
592,"2023-12-07","Refugee returnees",11.7829265,32.8114283,27.7118148319185,"Fourth","rms"
594,"2023-12-07","Refugee returnees",11.7817502,32.8115824,21.7420666844653,"Middle","rms"
596,"2023-12-07","Refugee returnees",11.7820321,32.8119369,22.9763380717355,"Fourth","rms"
597,"2023-12-07","Refugee returnees",11.7832822,32.8115434,22.9763380717355,"Fourth","rms"
598,"2023-12-07","Refugee returnees",11.7829352,32.8115471,26.4327163908631,"Fourth","rms"
599,"2023-12-07","Refugee returnees",11.7823379,32.8118145,26.4327163908631,"Fourth","rms"
600,"2023-12-07","Refugee returnees",11.7815109,32.8122241,18.8920517822872,"Middle","rms"
601,"2023-12-07","Refugee returnees",11.7858917,32.8111896,6.53274882279216,"Poorest","rms"
602,"2023-12-07","Refugee returnees",11.7841491,32.8118576,3.07637050366453,"Poorest","rms"
603,"2023-12-07","Refugee returnees",11.7864504,32.8118673,17.5166814290345,"Middle","rms"
604,"2023-12-07","Refugee returnees",11.7856577,32.8118276,6.53274882279216,"Poorest","rms"
605,"2023-12-07","Refugee returnees",11.7845435,32.8116842,9.6941805833134,"Second","rms"
606,"2023-12-07","Refugee returnees",11.7853037,32.8116718,6.53274882279216,"Poorest","rms"
607,"2023-12-07","Refugee returnees",11.7853262,32.8114497,16.4729648099257,"Second","rms"
608,"2023-12-07","Refugee returnees",11.7874602,32.8117894,3.07637050366453,"Poorest","rms"
609,"2023-12-07","IDPs",9.5054448,31.6637658,6.12728395139771,"Poorest","rms"
610,"2023-12-08","IDPs",9.5055436,31.6655158,6.12728395139771,"Poorest","rms"
611,"2023-12-08","IDPs",9.5051891,31.6649384,32.5613461023903,"Fourth","rms"
612,"2023-12-08","IDPs",9.5050464,31.6647257,14.0724859554681,"Second","rms"
613,"2023-12-08","IDPs",9.5050376,31.6645199,7.80089538864808,"Second","rms"
615,"2023-12-08","IDPs",4.7924525,31.6317762,19.2366764347732,"Middle","rms"
616,"2023-12-08","IDPs",4.7930478,31.6321796,42.9694580414947,"Richest","rms"
617,"2023-12-08","IDPs",4.7935199,31.632793,31.5039987496048,"Fourth","rms"
618,"2023-12-08","IDPs",4.7923745,31.6329298,19.2366764347732,"Middle","rms"
620,"2023-12-08","IDPs",4.7939274,31.6329366,26.5295311466482,"Fourth","rms"
621,"2023-12-08","IDPs",4.7950128,31.6328652,23.0731528275206,"Fourth","rms"
622,"2023-12-08","IDPs",4.7952588,31.6325863,24.8896127151217,"Fourth","rms"
623,"2023-12-08","IDPs",4.791329,31.6321507,39.7884739822626,"Richest","rms"
624,"2023-12-08","IDPs",4.7912477,31.6325616,39.7884739822626,"Richest","rms"
625,"2023-12-08","IDPs",4.7913259,31.6317356,39.7884739822626,"Richest","rms"
626,"2023-12-08","IDPs",4.7912721,31.6317577,39.7884739822626,"Richest","rms"
627,"2023-12-08","IDPs",4.7913476,31.6317628,39.7884739822626,"Richest","rms"
628,"2023-12-08","IDPs",4.8866335,31.5698948,35.5937451355658,"Richest","rms"
