"id","interviewdate","pop_groups","lat","lon","wealth_index","wealth_category","data_source","living_conditions_score","living_conditions_category"
625,"2023-09-22","refugee",9.9123246,30.3583591,5.16504145099542,"Poorest","fds",1,"Poor"
626,"2023-10-07","refugee",10.1101975,33.5828055,23.496772073025,"Fourth","fds",3,"Good"
627,"2023-06-16","host community member",9.9630825,33.7335707,49.5551262223137,"Richest","fds",1,"Poor"
628,"2023-07-24","host community member",9.9665043,33.7294503,41.4953590320665,"Richest","fds",2,"Good"
629,"2023-05-02","host community member",9.9336331,30.2988835,4.11254677583147,"Poorest","fds",2,"Good"
630,"2023-07-21","refugee",9.9672603,33.5716153,36.9263758349708,"Richest","fds",3,"Good"
631,"2023-07-05","refugee",9.9713202,33.5752838,11.774476688647,"Second","fds",2,"Good"
632,"2023-06-19","host community member",9.891151,30.2134179,0,"Poorest","fds",2,"Good"
633,"2023-06-10","host community member",9.9172108,29.9711704,0,"Poorest","fds",2,"Good"
634,"2023-05-20","host community member",10.054574,30.0272564,5.04197449598764,"Poorest","fds",2,"Good"
635,"2023-05-06","refugee",4.7516364,28.7010037,39.118946461301,"Richest","fds",2,"Good"
636,"2023-06-24","host community member",9.9148626,29.9851397,8.22686005431014,"Second","fds",2,"Good"
638,"2023-06-10","host community member",9.9151903,29.9735531,11.0408759867552,"Second","fds",2,"Good"
639,"2023-06-23","refugee",9.9740696,30.2789696,12.1840532445201,"Second","fds",4,"Good"
640,"2023-06-05","host community member",9.7717758,33.0028437,13.4694446495611,"Second","fds",1,"Poor"
641,"2023-05-26","refugee",9.9851865,33.7430586,21.6721163136595,"Middle","fds",4,"Good"
642,"2023-04-18","refugee",4.7587316,31.443853,37.548754276941,"Richest","fds",1,"Poor"
643,"2023-11-06","refugee",4.759899,31.4427759,17.9037632045735,"Middle","fds",3,"Good"
645,"2023-07-18","refugee",9.9023619,30.352622,8.17143485043555,"Second","fds",2,"Good"
646,"2023-07-12","host community member",10.2739685,29.9847313,24.7748549206611,"Fourth","fds",1,"Poor"
647,"2023-05-06","host community member",9.8912013,30.2665929,13.733978933906,"Second","fds",1,"Poor"
648,"2023-10-10","refugee",5.3916349,27.2958933,27.7113628130523,"Fourth","fds",1,"Poor"
649,"2023-06-23","refugee",10.112679,33.5876536,25.5479475438482,"Fourth","fds",3,"Good"
650,"2023-08-15","refugee",5.0769751,27.4759518,17.3813813261293,"Middle","fds",2,"Good"
652,"2023-06-16","refugee",9.9058658,30.3733473,10.1159434332234,"Second","fds",2,"Good"
653,"2023-05-08","host community member",9.9360626,30.1221328,9.10086257059171,"Second","fds",2,"Good"
654,"2023-09-06","host community member",9.9559378,33.7055608,34.8501579989251,"Richest","fds",2,"Good"
655,"2023-06-10","refugee",10.1037934,33.5931419,21.8166139027377,"Fourth","fds",2,"Good"
656,"2023-05-24","host community member",10.1436144,33.220661,28.5473071225639,"Fourth","fds",2,"Good"
657,"2023-07-12","refugee",9.9611725,33.577477,39.5579985043085,"Richest","fds",3,"Good"
658,"2023-04-25","refugee",7.1825103,34.091895,19.6711814691029,"Middle","fds",0,"Poor"
659,"2023-06-02","refugee",4.5545782,28.4034363,27.7113628130523,"Fourth","fds",1,"Poor"
660,"2023-05-25","refugee",9.9825478,33.7421148,20.8440141344994,"Middle","fds",1,"Poor"
661,"2023-06-13","refugee",10.1090184,30.0708682,9.40859769438478,"Second","fds",4,"Good"
662,"2023-05-18","host community member",10.0231122,30.0579225,14.5671205504783,"Middle","fds",1,"Poor"
663,"2023-09-23","refugee",10.117401,30.0707142,0.772161084201544,"Poorest","fds",2,"Good"
664,"2023-08-02","refugee",9.9722493,33.7456607,35.1017200756053,"Richest","fds",4,"Good"
665,"2023-04-24","refugee",9.9863317,33.7568983,4.11254677583147,"Poorest","fds",2,"Good"
666,"2023-05-19","host community member",10.0514852,30.0509341,5.04197449598764,"Poorest","fds",2,"Good"
667,"2023-06-24","refugee",9.9607459,30.2742187,2.59681684356703,"Poorest","fds",1,"Poor"
670,"2023-07-05","refugee",9.9709592,33.5744578,73.4754427490592,"Richest","fds",5,"Good"
671,"2023-06-30","host community member",9.9858578,33.8835317,7.27620681122622,"Poorest","fds",3,"Good"
672,"2023-05-30","refugee",10.0977359,33.5853256,4.11254677583147,"Poorest","fds",2,"Good"
673,"2023-05-31","refugee",10.0968845,33.5871866,34.415207525651,"Richest","fds",3,"Good"
674,"2023-10-07","refugee",5.3923935,27.2591636,30.7202541141859,"Fourth","fds",1,"Poor"
675,"2023-10-04","refugee",10.1072087,33.5943611,25.2375476805711,"Fourth","fds",2,"Good"
676,"2023-04-20","host community member",9.9755304,33.7353377,43.6399190305028,"Richest","fds",3,"Good"
677,"2023-05-22","host community member",10.0364065,29.959244,14.5671205504783,"Middle","fds",1,"Poor"
678,"2023-10-14","refugee",3.6805253,30.7762521,9.10086257059171,"Second","fds",2,"Good"
680,"2023-05-31","refugee",9.9582737,30.2728552,19.151499982543,"Middle","fds",3,"Good"
681,"2023-06-24","refugee",10.1064566,33.5935004,5.93720253519696,"Poorest","fds",1,"Poor"
682,"2023-06-16","host community member",9.9631174,33.7346,9.15452127181912,"Second","fds",2,"Good"
683,"2023-06-15","refugee",10.1077517,33.5942143,10.6592486598544,"Second","fds",1,"Poor"
684,"2023-08-14","refugee",9.9891644,33.6100451,17.7470641123836,"Middle","fds",4,"Good"
686,"2023-09-12","refugee",9.9069955,30.3486661,10.1159434332234,"Second","fds",2,"Good"
687,"2023-06-08","refugee",10.1035695,33.5920122,11.774476688647,"Second","fds",2,"Good"
688,"2023-08-29","refugee",5.0795118,27.405517,25.1589375122415,"Fourth","fds",0,"Poor"
689,"2023-05-09","refugee",9.9661206,30.2791395,26.1765938496613,"Fourth","fds",3,"Good"
691,"2023-05-25","host community member",9.9921914,29.9552819,0,"Poorest","fds",2,"Good"
692,"2023-07-24","host community member",9.9597899,33.7069495,37.6706093913143,"Richest","fds",2,"Good"
694,"2023-05-04","refugee",4.7505718,28.6990221,47.5130067964704,"Richest","fds",2,"Good"
695,"2023-05-08","host community member",9.8839448,30.1087316,1.82465575936548,"Poorest","fds",1,"Poor"
696,"2023-04-19","refugee",9.9868022,33.7602456,51.0714794273506,"Richest","fds",2,"Good"
697,"2023-05-02","refugee",9.9764881,30.2757669,8.17143485043555,"Second","fds",2,"Good"
698,"2023-06-07","refugee",9.9793347,33.5828384,33.0335544323928,"Richest","fds",3,"Good"
699,"2023-04-22","refugee",9.982914,30.2847532,43.7059326413914,"Richest","fds",3,"Good"
700,"2023-09-05","refugee",4.9455005,27.7255385,8.78093419926147,"Second","fds",2,"Good"
701,"2023-10-01","refugee",4.1011392,30.6637923,49.9427699068641,"Richest","fds",3,"Good"
702,"2023-06-03","refugee",9.9834492,33.580255,24.7145108504065,"Fourth","fds",3,"Good"
703,"2023-07-25","refugee",10.0119798,33.7692176,34.415207525651,"Richest","fds",3,"Good"
704,"2023-08-11","refugee",10.0118926,33.7713529,30.8121656874396,"Fourth","fds",3,"Good"
705,"2023-08-10","refugee",9.9817008,33.761982,12.0525932820927,"Second","fds",2,"Good"
706,"2023-05-04","refugee",9.9953522,33.765121,29.914953650372,"Fourth","fds",1,"Poor"
707,"2023-09-18","refugee",4.9748173,27.896159,23.6210665095588,"Fourth","fds",0,"Poor"
708,"2023-04-26","host community member",9.984852,33.9005879,32.6598538983954,"Richest","fds",2,"Good"
709,"2023-08-19","refugee",9.9075515,30.3446951,12.3394068301416,"Second","fds",2,"Good"
710,"2023-06-12","refugee",10.1066759,30.0820254,16.9172676673044,"Middle","fds",2,"Good"
711,"2023-09-08","host community member",10.1430648,33.2241118,13.733978933906,"Second","fds",1,"Poor"
712,"2023-07-20","refugee",9.970851,33.5795232,10.5147510707761,"Second","fds",3,"Good"
713,"2023-05-19","refugee",9.9903837,33.7375655,0,"Poorest","fds",2,"Good"
714,"2023-05-21","refugee",4.7590873,28.6987789,23.5466175145788,"Fourth","fds",0,"Poor"
715,"2023-07-06","host community member",9.9085343,29.976299,1.82465575936548,"Poorest","fds",1,"Poor"
716,"2023-07-04","refugee",9.9112445,30.367571,12.3171563578036,"Second","fds",3,"Good"
717,"2023-05-30","host community member",9.8660275,33.3851084,27.8877798909764,"Fourth","fds",0,"Poor"
718,"2023-04-27","refugee",7.182477,34.0914584,24.3273907938194,"Fourth","fds",3,"Good"
719,"2023-05-11","refugee",9.9687268,30.2727655,20.8268842298805,"Middle","fds",1,"Poor"
720,"2023-07-29","host community member",10.1447162,33.2219989,14.5061400181075,"Middle","fds",1,"Poor"
721,"2023-05-18","host community member",9.9843778,33.7136257,7.27620681122622,"Poorest","fds",3,"Good"
722,"2023-04-28","refugee",9.9933777,33.7549677,15.0926119079389,"Middle","fds",3,"Good"
723,"2023-06-03","host community member",10.0446458,29.9305625,11.8130370709567,"Second","fds",2,"Good"
725,"2023-06-01","refugee",10.0955359,33.5911922,12.3394068301416,"Second","fds",2,"Good"
726,"2023-09-01","refugee",9.9724702,33.7463592,32.8138290591394,"Richest","fds",3,"Good"
727,"2023-09-23","refugee",10.1025745,30.0829813,0.772161084201544,"Poorest","fds",2,"Good"
728,"2023-04-14","refugee",7.1777386,34.0966772,15.2699120187148,"Middle","fds",3,"Good"
729,"2023-06-24","refugee",4.7500738,28.69637,32.0388370245675,"Fourth","fds",1,"Poor"
730,"2023-05-17","refugee",9.9867372,33.7442187,15.701223155842,"Middle","fds",1,"Poor"
731,"2023-05-15","refugee",9.9585327,30.2758795,18.7313494926496,"Middle","fds",3,"Good"
732,"2023-05-12","host community member",9.9867906,30.1179154,5.04197449598764,"Poorest","fds",2,"Good"
733,"2023-04-28","host community member",9.975676,33.8264217,34.4845096577608,"Richest","fds",1,"Poor"
734,"2023-04-29","refugee",9.9738766,30.2723146,18.7313494926496,"Middle","fds",3,"Good"
735,"2023-07-17","refugee",9.9667056,33.5783118,8.17143485043555,"Second","fds",2,"Good"
736,"2023-08-22","refugee",9.9654989,33.5800766,10.5147510707761,"Second","fds",3,"Good"
737,"2023-10-06","refugee",10.1059018,33.5837689,19.5717198717491,"Middle","fds",3,"Good"
738,"2023-07-25","refugee",9.9112038,30.3623364,29.5169795412912,"Fourth","fds",3,"Good"
739,"2023-09-08","refugee",9.9126887,30.3449788,8.29128767385792,"Second","fds",3,"Good"
740,"2023-09-24","refugee",10.1126821,30.0675617,2.59681684356703,"Poorest","fds",1,"Poor"
744,"2023-07-25","refugee",9.9103809,30.3626106,14.0087090038856,"Second","fds",3,"Good"
745,"2023-05-23","refugee",9.961792,30.2887717,8.17143485043555,"Second","fds",2,"Good"
746,"2023-05-18","refugee",9.9901656,33.7372638,9.94982092928151,"Second","fds",3,"Good"
747,"2023-07-15","refugee",9.9766042,33.5835964,29.9589290969479,"Fourth","fds",4,"Good"
748,"2023-05-13","host community member",9.953879,30.1240843,5.04197449598764,"Poorest","fds",2,"Good"
749,"2023-07-15","refugee",9.9847824,33.5812859,21.6721163136595,"Middle","fds",4,"Good"
751,"2023-06-23","refugee",9.9659286,30.2878062,36.0534197928774,"Richest","fds",2,"Good"
752,"2023-06-20","refugee",9.9705997,30.2877926,0.772161084201544,"Poorest","fds",2,"Good"
753,"2023-05-09","host community member",10.0365721,30.1292244,9.10086257059171,"Second","fds",2,"Good"
754,"2023-04-24","refugee",9.9814119,30.2752734,18.9562578797374,"Middle","fds",2,"Good"
755,"2023-10-03","refugee",5.3986023,27.2562711,22.813226998583,"Fourth","fds",1,"Poor"
756,"2023-05-01","host community member",9.930511,33.9883976,17.6094149793819,"Middle","fds",1,"Poor"
757,"2023-08-23","refugee",9.9732235,33.5752401,33.7058292795436,"Richest","fds",3,"Good"
758,"2023-06-17","refugee",10.1118653,33.5891339,10.6592486598544,"Second","fds",1,"Poor"
759,"2023-06-10","host community member",9.9675225,33.727425,11.3887535870577,"Second","fds",3,"Good"
760,"2023-07-24","host community member",9.9825279,29.9687805,13.733978933906,"Second","fds",1,"Poor"
761,"2023-08-10","host community member",9.933984,30.2913781,14.3422508012059,"Middle","fds",3,"Good"
762,"2023-04-17","host community member",9.9382486,30.2852281,29.0214950292737,"Fourth","fds",2,"Good"
763,"2023-07-05","host community member",9.9171431,29.978419,8.22686005431014,"Second","fds",2,"Good"
764,"2023-09-02","refugee",9.9147439,30.3464832,17.4821978087991,"Middle","fds",2,"Good"
765,"2023-07-01","refugee",9.9711131,33.5633759,11.774476688647,"Second","fds",2,"Good"
766,"2023-06-24","host community member",9.9669814,33.7353519,11.3887535870577,"Second","fds",3,"Good"
767,"2023-07-21","host community member",9.8848197,29.9412589,0,"Poorest","fds",2,"Good"
768,"2023-06-08","host community member",9.9616962,33.723985,29.6304280473649,"Fourth","fds",1,"Poor"
769,"2023-10-05","refugee",10.1085437,33.58947,30.4025891315665,"Fourth","fds",1,"Poor"
770,"2023-08-14","refugee",9.9806845,33.6034644,19.9919581433723,"Middle","fds",3,"Good"
771,"2023-08-09","refugee",9.9086755,30.3556986,14.1538009570705,"Middle","fds",1,"Poor"
772,"2023-06-22","refugee",9.9629448,30.2929191,8.29128767385792,"Second","fds",3,"Good"
773,"2023-06-03","host community member",10.0453878,29.9313584,13.3696510329676,"Second","fds",2,"Good"
774,"2023-06-13","host community member",9.959654,33.7276938,29.9503637584644,"Fourth","fds",1,"Poor"
775,"2023-06-03","refugee",10.1000471,33.5891973,43.6428390047936,"Richest","fds",3,"Good"
776,"2023-04-20","refugee",9.9689062,30.2899787,17.041690382804,"Middle","fds",3,"Good"
777,"2023-06-23","refugee",10.1118914,33.5921157,38.8767348231243,"Richest","fds",3,"Good"
778,"2023-09-18","refugee",4.968198,27.9076688,21.6963047038713,"Middle","fds",1,"Poor"
779,"2023-07-15","refugee",9.9770335,33.5841774,28.9865043913144,"Fourth","fds",2,"Good"
780,"2023-08-24","refugee",9.9138421,30.3581647,30.6339018360029,"Fourth","fds",3,"Good"
781,"2023-04-20","refugee",9.9825083,33.7621644,37.701828394383,"Richest","fds",2,"Good"
782,"2023-08-11","refugee",5.0777468,27.4771616,20.8440141344994,"Middle","fds",1,"Poor"
783,"2023-05-02","refugee",4.7532277,28.6987798,46.9589326515191,"Richest","fds",2,"Good"
784,"2023-09-14","refugee",9.9098899,30.3479862,10.1159434332234,"Second","fds",2,"Good"
786,"2023-06-22","refugee",4.7517892,28.6987087,49.1931649667577,"Richest","fds",3,"Good"
787,"2023-05-26","refugee",4.5680302,28.3796253,15.701223155842,"Middle","fds",1,"Poor"
788,"2023-08-11","refugee",5.0794401,27.4754968,24.1286933094155,"Fourth","fds",0,"Poor"
789,"2023-08-22","refugee",9.9112849,30.3516134,7.1743653791462,"Poorest","fds",3,"Good"
790,"2023-06-20","host community member",9.8392945,30.2743408,17.6094149793819,"Middle","fds",1,"Poor"
791,"2023-04-19","host community member",9.9300709,30.2889148,29.0896811199634,"Fourth","fds",2,"Good"
792,"2023-04-20","host community member",9.939417,30.2846301,23.502529933637,"Fourth","fds",1,"Poor"
793,"2023-04-27","refugee",9.9746721,30.2824907,13.236547919684,"Second","fds",3,"Good"
794,"2023-06-22","refugee",10.0991861,33.5931424,34.8582101917583,"Richest","fds",2,"Good"
795,"2023-06-16","refugee",10.1123113,33.5872944,11.774476688647,"Second","fds",2,"Good"
796,"2023-09-25","refugee",10.10661,30.0809005,0.772161084201544,"Poorest","fds",2,"Good"
797,"2023-05-27","refugee",9.9811428,33.5834032,40.0010011704157,"Richest","fds",2,"Good"
798,"2023-06-09","refugee",10.1052742,33.5937149,19.9919581433723,"Middle","fds",3,"Good"
799,"2023-06-24","refugee",10.1042682,33.5961204,19.9919581433723,"Middle","fds",3,"Good"
800,"2023-07-18","host community member",9.9657468,33.7314178,38.042268572044,"Richest","fds",2,"Good"
801,"2023-09-07","refugee",5.0719841,27.408012,26.1536126902129,"Fourth","fds",1,"Poor"
802,"2023-07-18","refugee",9.9743046,33.5789704,12.3394068301416,"Second","fds",2,"Good"
803,"2023-05-25","refugee",9.9841393,33.7425893,42.3552540319122,"Richest","fds",3,"Good"
804,"2023-05-30","refugee",9.9607449,30.2740502,14.0087090038856,"Second","fds",3,"Good"
805,"2023-05-09","refugee",9.9912391,33.7449705,8.43409099701706,"Second","fds",2,"Good"
806,"2023-07-04","refugee",9.966711,33.5712251,31.7835848563134,"Fourth","fds",3,"Good"
807,"2023-09-12","refugee",9.9093456,30.3544086,8.63643661018324,"Second","fds",4,"Good"
808,"2023-04-20","refugee",7.1824476,34.091933,16.330795777473,"Middle","fds",0,"Poor"
809,"2023-08-12","host community member",9.9666299,33.7320052,17.0945677780803,"Middle","fds",2,"Good"
810,"2023-05-04","refugee",9.967099,30.2718639,17.9591884084481,"Middle","fds",3,"Good"
811,"2023-08-18","host community member",9.9940511,33.5444091,7.27620681122622,"Poorest","fds",3,"Good"
812,"2023-08-17","refugee",5.0769097,27.466998,24.3932275937604,"Fourth","fds",0,"Poor"
813,"2023-04-17","host community member",9.9787215,33.7470656,42.0036362474172,"Richest","fds",2,"Good"
814,"2023-05-06","refugee",4.7495423,28.6985299,46.3951532725272,"Richest","fds",3,"Good"
815,"2023-07-04","refugee",9.9718708,33.5693587,11.774476688647,"Second","fds",2,"Good"
816,"2023-08-21","refugee",9.9683246,33.5737351,23.710802634128,"Fourth","fds",4,"Good"
817,"2023-07-19","refugee",9.9866523,33.5854137,33.7058292795436,"Richest","fds",3,"Good"
818,"2023-06-06","refugee",4.5750187,28.4182053,22.880716271779,"Fourth","fds",3,"Good"
819,"2023-08-01","refugee",9.906998,30.3492725,14.0087090038856,"Second","fds",3,"Good"
820,"2023-05-24","refugee",9.9849237,33.5825996,59.568388304253,"Richest","fds",0,"Poor"
821,"2023-05-03","refugee",9.9683063,30.2847339,19.8482717873613,"Middle","fds",3,"Good"
822,"2023-05-13","refugee",4.7557619,28.6965721,16.5869697695897,"Middle","fds",3,"Good"
823,"2023-08-01","host community member",9.9297377,30.2927426,1.82465575936548,"Poorest","fds",1,"Poor"
824,"2023-07-14","refugee",9.9607851,33.5729191,10.5147510707761,"Second","fds",3,"Good"
825,"2023-10-06","refugee",5.3925438,27.2554644,25.0144399231632,"Fourth","fds",2,"Good"
827,"2023-06-10","refugee",10.1059255,30.0796695,3.00639339944013,"Poorest","fds",3,"Good"
828,"2023-06-06","host community member",9.9247051,29.9627346,6.86663025535313,"Poorest","fds",1,"Poor"
829,"2023-06-05","refugee",4.5500959,28.417858,29.7174334653492,"Fourth","fds",1,"Poor"
830,"2023-08-18","host community member",9.9217474,29.9821445,0,"Poorest","fds",2,"Good"
832,"2023-09-02","refugee",9.9137831,30.3489245,5.49420720885895,"Poorest","fds",2,"Good"
833,"2023-07-20","host community member",9.8930568,30.2682435,17.6094149793819,"Middle","fds",1,"Poor"
836,"2023-04-17","refugee",9.958539,30.2823938,31.3767874436864,"Fourth","fds",3,"Good"
837,"2023-10-01","refugee",4.0970173,30.6713186,79.6220589899184,"Richest","fds",2,"Good"
838,"2023-04-18","host community member",9.9333875,30.2879593,8.22686005431014,"Second","fds",2,"Good"
839,"2023-08-15","refugee",5.075856,27.4778551,11.4441787909323,"Second","fds",3,"Good"
840,"2023-08-02","refugee",9.9830533,33.7432232,36.2398632850165,"Richest","fds",2,"Good"
841,"2023-08-08","refugee",9.990738,33.7351683,18.0362719537504,"Middle","fds",2,"Good"
842,"2023-11-07","refugee",4.7584419,31.4440452,22.9457377005611,"Fourth","fds",3,"Good"
843,"2023-04-26","refugee",9.9647807,30.293701,17.1316021203719,"Middle","fds",3,"Good"
844,"2023-04-25","refugee",9.9726257,30.2877221,35.4901950604463,"Richest","fds",2,"Good"
845,"2023-08-19","refugee",10.0950842,33.5905767,21.6721163136595,"Middle","fds",4,"Good"
846,"2023-04-27","refugee",9.9972426,33.749652,47.1054718131637,"Richest","fds",2,"Good"
847,"2023-06-10","refugee",10.1010296,33.5905955,5.93720253519696,"Poorest","fds",1,"Poor"
849,"2023-11-09","refugee",4.7574397,31.4412201,28.3734352981381,"Fourth","fds",2,"Good"
850,"2023-07-01","refugee",4.7566713,28.6965179,21.2535906903725,"Middle","fds",3,"Good"
851,"2023-07-08","refugee",9.9770264,33.5724548,31.5178245001284,"Fourth","fds",2,"Good"
852,"2023-06-30","refugee",4.7550537,28.702859,97.5514397269771,"Richest","fds",3,"Good"
853,"2023-04-18","host community member",9.9315111,30.2899446,16.2790302381608,"Middle","fds",2,"Good"
854,"2023-07-06","refugee",9.9100253,30.3615728,32.8787958669916,"Richest","fds",2,"Good"
855,"2023-07-08","host community member",10.272971,29.9987207,23.2591249883967,"Fourth","fds",0,"Poor"
856,"2023-07-08","refugee",9.9006456,30.3555645,2.59681684356703,"Poorest","fds",1,"Poor"
857,"2023-05-31","refugee",9.9802647,33.5828643,34.8582101917583,"Richest","fds",2,"Good"
858,"2023-05-15","host community member",9.8283169,33.5857477,7.63879133955467,"Poorest","fds",1,"Poor"
859,"2023-06-06","host community member",9.9662196,33.7165769,24.4653865963695,"Fourth","fds",2,"Good"
860,"2023-08-03","refugee",9.9081074,30.3482451,10.1159434332234,"Second","fds",2,"Good"
861,"2023-06-05","refugee",10.109794,30.0941416,14.1418121171691,"Middle","fds",2,"Good"
863,"2023-09-01","refugee",9.9864499,33.7404617,14.9299179193319,"Middle","fds",2,"Good"
864,"2023-05-13","refugee",9.9626063,30.2786864,13.236547919684,"Second","fds",3,"Good"
865,"2023-08-14","host community member",9.8730071,30.2678164,36.3079894666354,"Richest","fds",0,"Poor"
866,"2023-05-08","refugee",9.9887635,33.7667276,5.93720253519696,"Poorest","fds",1,"Poor"
867,"2023-06-22","refugee",9.9577919,30.2854516,12.1840532445201,"Second","fds",4,"Good"
868,"2023-08-22","refugee",9.9712778,33.5759775,39.5579985043085,"Richest","fds",3,"Good"
869,"2023-06-27","refugee",4.5728091,28.4290906,13.2688345502978,"Second","fds",2,"Good"
870,"2023-08-03","refugee",9.9071697,30.347498,34.505921448398,"Richest","fds",2,"Good"
871,"2023-08-19","refugee",5.0193796,27.4436722,24.1286933094155,"Fourth","fds",0,"Poor"
872,"2023-05-04","host community member",9.6472416,30.2975807,5.04197449598764,"Poorest","fds",2,"Good"
873,"2023-06-20","refugee",9.9608038,30.2827901,16.2752279497379,"Middle","fds",3,"Good"
874,"2023-05-15","refugee",9.9621036,30.2779413,14.0087090038856,"Second","fds",3,"Good"
875,"2023-06-16","host community member",10.0892583,33.2924353,15.2941004089266,"Middle","fds",0,"Poor"
876,"2023-08-12","refugee",5.0211957,27.4476624,20.8440141344994,"Middle","fds",1,"Poor"
877,"2023-09-14","refugee",9.9105851,30.3665073,8.78093419926147,"Second","fds",2,"Good"
878,"2023-07-14","host community member",10.1123393,30.0615906,19.4340707387474,"Middle","fds",0,"Poor"
879,"2023-06-02","refugee",10.0932659,33.5886911,5.93720253519696,"Poorest","fds",1,"Poor"
880,"2023-09-01","refugee",9.9830726,33.7428166,21.6721163136595,"Middle","fds",4,"Good"
881,"2023-06-12","refugee",10.103577,33.5940537,19.9919581433723,"Middle","fds",3,"Good"
882,"2023-05-26","refugee",9.9616732,30.2810304,8.29128767385792,"Second","fds",3,"Good"
883,"2023-06-27","refugee",9.9667116,33.5650798,22.0431336141955,"Fourth","fds",3,"Good"
884,"2023-06-22","host community member",9.970499,33.7509102,30.722524842666,"Fourth","fds",1,"Poor"
885,"2023-06-03","host community member",10.0436807,29.9300951,9.5251460544907,"Second","fds",1,"Poor"
886,"2023-09-20","refugee",9.9148903,30.356495,7.72843952409753,"Poorest","fds",3,"Good"
887,"2023-08-17","refugee",9.9095842,30.3491098,41.0739636547946,"Richest","fds",3,"Good"
888,"2023-05-24","refugee",9.9639572,30.2861003,14.0087090038856,"Second","fds",3,"Good"
889,"2023-09-01","refugee",9.9812373,33.7623446,5.93720253519696,"Poorest","fds",1,"Poor"
890,"2023-08-14","host community member",9.9856681,33.7719742,9.10086257059171,"Second","fds",2,"Good"
891,"2023-06-01","refugee",9.9839511,33.579489,19.5717198717491,"Middle","fds",3,"Good"
892,"2023-06-23","refugee",4.751715,28.6936136,19.6711814691029,"Middle","fds",0,"Poor"
893,"2023-08-02","refugee",9.9081555,30.3509406,26.8157185253843,"Fourth","fds",2,"Good"
894,"2023-04-26","host community member",9.9869982,33.8987033,10.6165925028562,"Second","fds",3,"Good"
895,"2023-05-24","host community member",10.1446846,33.2234392,7.63879133955467,"Poorest","fds",1,"Poor"
896,"2023-08-18","host community member",9.9122567,29.984769,81.5277519994183,"Richest","fds",2,"Good"
897,"2023-08-18","refugee",10.1061779,33.5892815,10.5147510707761,"Second","fds",3,"Good"
898,"2023-06-17","refugee",9.9780184,33.5787388,17.7470641123836,"Middle","fds",4,"Good"
899,"2023-08-08","refugee",9.9092929,30.3592439,42.1908859495063,"Richest","fds",3,"Good"
900,"2023-06-05","refugee",4.5761168,28.3990994,37.027699522648,"Richest","fds",1,"Poor"
901,"2023-07-28","refugee",9.9929378,33.7628574,4.11254677583147,"Poorest","fds",2,"Good"
902,"2023-05-04","host community member",9.6477872,30.3536157,7.27620681122622,"Poorest","fds",3,"Good"
903,"2023-07-19","refugee",9.9768864,33.5794353,10.5147510707761,"Second","fds",3,"Good"
904,"2023-08-24","refugee",9.9684879,33.5641465,32.8138290591394,"Richest","fds",3,"Good"
905,"2023-05-24","host community member",10.0124529,29.9502731,17.6094149793819,"Middle","fds",1,"Poor"
906,"2023-05-26","host community member",10.049516,29.972186,7.27620681122622,"Poorest","fds",3,"Good"
907,"2023-07-18","host community member",9.9065435,29.9786628,1.82465575936548,"Poorest","fds",1,"Poor"
908,"2023-06-13","refugee",10.1015858,33.5943142,26.9594048813952,"Fourth","fds",2,"Good"
909,"2023-05-09","refugee",9.9927602,33.7433988,4.11254677583147,"Poorest","fds",2,"Good"
910,"2023-06-02","host community member",10.041805,29.9291776,9.5251460544907,"Second","fds",1,"Poor"
911,"2023-05-26","host community member",9.9551032,33.7026465,4.11254677583147,"Poorest","fds",2,"Good"
912,"2023-04-26","refugee",9.9967803,33.7503857,8.83459290048889,"Second","fds",2,"Good"
913,"2023-07-26","host community member",9.9230488,30.3457334,6.40220429494466,"Poorest","fds",3,"Good"
914,"2023-08-16","host community member",9.9101344,29.9860108,0,"Poorest","fds",2,"Good"
915,"2023-07-07","refugee",9.96959,33.5727987,5.93720253519696,"Poorest","fds",1,"Poor"
916,"2023-07-22","host community member",10.0372963,29.9764149,14.9766971063514,"Middle","fds",3,"Good"
917,"2023-06-08","refugee",10.106976,33.5944833,45.467494764159,"Richest","fds",2,"Good"
918,"2023-07-11","refugee",9.9748738,33.5717921,23.496772073025,"Fourth","fds",3,"Good"
919,"2023-07-21","host community member",10.044463,29.9315976,1.82465575936548,"Poorest","fds",1,"Poor"
920,"2023-06-21","refugee",10.1098517,33.5860895,4.11254677583147,"Poorest","fds",2,"Good"
921,"2023-06-27","refugee",4.5634706,28.4001799,37.548754276941,"Richest","fds",1,"Poor"
922,"2023-10-07","refugee",5.3913783,27.2561707,24.3932275937604,"Fourth","fds",0,"Poor"
923,"2023-10-18","refugee",4.0924509,30.7070893,48.1181141474986,"Richest","fds",4,"Good"
924,"2023-06-19","refugee",4.5813562,28.3817148,34.052554848206,"Richest","fds",2,"Good"
925,"2023-06-23","refugee",9.9824589,30.290299,6.34677909107006,"Poorest","fds",3,"Good"
926,"2023-09-06","host community member",9.9654676,33.733808,58.8583685618272,"Richest","fds",3,"Good"
927,"2023-08-17","host community member",9.9675324,33.735592,1.82465575936548,"Poorest","fds",1,"Poor"
928,"2023-08-26","refugee",9.9118558,30.3562046,11.5449952736021,"Second","fds",3,"Good"
929,"2023-10-04","refugee",10.0944852,33.5880297,17.7470641123836,"Middle","fds",4,"Good"
930,"2023-10-11","refugee",5.59719,27.4660503,11.0688252157275,"Second","fds",3,"Good"
